RespondentID,Country,Salary,YearsCodedJob,OpenSource,Hobby,CompanySizeNumber,Remote,CareerSatisfaction,Datascientist,Database administrator,Desktop applications developer,Developer with stats/math background,DevOps,Embedded developer,Graphic designer,Graphics programming,Machine learning specialist,Mobile developer,Quality assurance engineer,Systems administrator,Web developer,    
11088,United States,1.11E+05,10,0,0,100,Remote,6,1,1,0,1,0,0,0,0,0,0,0,0,0,
11089,United States,1.00E+05,8,0,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,1,0,0,1,
11098,United States,136200,8,0,0,100,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1,
11103,United States,79900,5,0,0,20,Not remote,9,0,1,0,0,0,1,0,0,0,0,0,0,1,
11104,United States,1.04E+05,4,0,1,5.00E+03,Not remote,8,0,0,0,0,0,1,0,0,0,0,0,0,1,
11111,United Kingdom,81250,7,1,1,100,Remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1,
11112,United States,1.24E+05,2,1,1,100,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1,
11140,Germany,67741.93548,6,0,0,100,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,0,
11145,United Kingdom,56250,13,0,1,20,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1,
11146,United States,87500,4,1,1,1.00E+03,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1,
11150,United States,7.00E+04,4,0,1,1.00E+04,Not remote,6,0,1,0,0,1,0,0,0,0,0,0,1,0,
11151,United States,7.60E+04,2,0,0,5.00E+03,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1,
11152,United States,6.20E+04,1,0,0,100,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1,
11154,Germany,65956.98925,4,0,0,100,Not remote,8,0,0,0,0,1,0,0,0,0,0,0,0,0,
11161,United States,1.30E+05,4,0,1,100,Not remote,7,1,1,0,0,0,0,0,0,1,0,0,0,0,
11177,Canada,37878.78788,5,0,1,100,Not remote,7,0,0,1,0,0,0,0,0,0,0,0,0,1,
11181,United States,1.50E+05,2,0,1,1.00E+03,Not remote,10,1,0,0,1,0,0,0,0,1,0,0,0,1,
11187,Germany,60215.05376,10,1,0,100,Not remote,4,0,0,0,0,0,0,0,0,1,0,0,0,0,
11189,United States,1.51E+05,20,0,1,1.00E+04,Not remote,5,0,0,0,0,1,0,0,0,0,0,0,0,0,
11194,Canada,56818.18182,16,1,1,1.00E+04,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1,
11197,Germany,49462.36559,2,1,1,20,Not remote,8,0,0,0,1,1,0,0,0,0,1,0,0,1,
11199,Canada,49242.42424,5,1,1,20,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1,
11201,United States,66500,4,1,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1,
11202,Canada,45454.54545,4,0,0,100,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1,
11207,Germany,50322.58065,9,0,0,100,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,1,
11211,United States,6.50E+04,3,0,1,10,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1,
11220,United States,1.14E+05,10,0,0,500,Not remote,10,0,0,1,0,0,0,0,0,0,0,0,0,1,
11229,United States,1.05E+05,4,0,0,100,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,0,
11247,United Kingdom,106250,9,0,1,100,Not remote,7,0,1,0,0,1,0,0,0,0,0,0,0,1,
11264,United States,7.00E+04,3,0,1,500,Not remote,7,0,0,1,0,1,0,0,0,0,0,0,1,1,
11271,United States,1.18E+05,6,1,0,1.00E+04,Not remote,8,0,0,1,0,1,0,0,0,0,0,0,0,0,
11307,Germany,52258.06452,1,0,1,100,Not remote,8,0,0,0,0,0,0,0,0,0,1,0,0,1,
11327,United States,1.20E+05,5,1,1,1.00E+04,Not remote,10,0,0,1,0,0,0,0,0,0,1,0,0,0,
11357,Canada,60606.06061,4,1,1,100,Not remote,8,1,0,0,0,0,0,0,0,0,0,0,0,1,
11373,United States,7.80E+04,4,1,1,1.00E+04,Not remote,9,0,1,1,0,0,0,0,0,1,0,0,0,1,
11379,United States,9.50E+04,20,0,0,100,Remote,6,0,0,1,1,0,0,0,0,0,0,0,0,0,
11385,United States,1.30E+05,17,0,1,1.00E+03,Remote,7,0,0,1,0,0,0,0,0,0,0,0,0,1,
11388,Canada,94696.9697,5,0,1,100,Not remote,7,0,0,0,0,1,0,0,0,0,1,0,1,1,
11391,United States,8.10E+04,3,0,1,1.00E+03,Not remote,6,0,0,0,1,0,0,0,0,0,0,0,0,1,
11402,United States,5.50E+04,1,0,1,1.00E+04,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1,
11406,United States,1.05E+05,20,0,1,1.00E+03,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1,
11416,United States,1.00E+05,20,0,0,500,Not remote,5,0,0,1,0,0,0,0,1,0,0,0,0,1,
11435,Germany,56989.24731,1,1,1,20,Not remote,8,0,0,1,1,0,0,0,0,0,0,0,0,1,
11437,United States,1.00E+05,18,0,0,1.00E+03,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1,
11440,United States,7.00E+04,1,0,1,100,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,0,
11452,United States,1.20E+05,4,0,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1,
11454,United States,1.45E+05,4,0,0,20,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1,
11469,United States,1.20E+05,20,1,1,100,Remote,10,0,0,1,0,1,1,0,0,0,0,0,1,1,
11474,United States,1.14E+05,20,0,1,1.00E+03,Not remote,7,0,1,0,0,0,0,0,0,0,0,0,0,0,
11476,United States,5.00E+04,2,0,1,20,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1,
11477,United States,42500,5,0,1,10,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,1,1,
11478,United States,1.12E+05,20,1,1,1.00E+03,Remote,8,1,0,0,1,0,0,0,0,1,0,0,0,1,
11488,Canada,112878.7879,20,0,1,1.00E+04,Remote,9,0,1,1,0,0,0,0,0,0,0,0,0,0,
11491,United Kingdom,106250,13,0,1,5.00E+03,Not remote,8,1,1,1,1,0,0,0,0,0,1,0,0,1,
11503,United States,5.50E+04,1,0,1,20,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1,
11508,Canada,70454.54545,13,1,1,20,Not remote,7,0,0,1,0,0,0,0,0,0,0,0,0,1,
11512,United States,9.00E+04,8,1,0,100,Remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1,
11513,United States,9.00E+04,4,0,1,1.00E+04,Not remote,8,0,0,1,0,0,0,1,1,0,1,0,0,1,
11519,United States,1.30E+05,12,0,1,100,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1,
11521,United States,5.70E+04,1,0,1,1.00E+03,Not remote,9,0,0,1,0,0,0,0,0,0,1,0,0,1,
11522,United States,7.00E+04,2,1,1,100,Not remote,6,1,0,0,0,0,1,0,0,0,1,0,0,1,
11524,United Kingdom,7.50E+04,6,0,1,100,Not remote,9,1,0,1,0,1,0,0,0,0,0,0,0,1,
11526,United States,1.25E+05,12,0,1,1.00E+04,Not remote,9,0,0,0,0,0,0,0,0,0,1,0,0,0,
11540,United States,6.70E+04,4,1,1,1,Not remote,9,0,1,0,0,1,0,0,0,0,0,0,1,1,
11542,United States,5.80E+04,5,1,1,20,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1,
11554,United Kingdom,41250,1,0,1,100,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1,
11564,India,5505.799442,1,0,0,1.00E+04,Not remote,3,0,0,0,1,0,0,0,0,0,0,0,0,0,
11581,United States,9.50E+04,15,0,1,1.00E+03,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,1,
11582,United States,1.20E+05,15,0,1,1.00E+04,Not remote,9,0,0,0,0,0,0,0,1,0,0,0,0,0,
11585,Canada,69696.9697,20,0,1,100,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,0,
11588,United States,1.06E+05,3,0,1,1.00E+04,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1,
11592,United States,6.50E+04,13,0,1,100,Not remote,3,1,1,1,0,0,0,0,0,0,0,0,0,0,
11596,United States,9.50E+04,2,0,1,100,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1,
11604,United States,67500,3,0,1,1.00E+04,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1,
11606,United States,8.00E+04,4,0,1,20,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1,
11613,United Kingdom,47625,9,0,0,10,Not remote,3,0,0,0,0,0,0,0,0,0,0,0,0,1,
11616,United States,1.30E+05,4,0,0,20,Not remote,8,0,0,0,1,0,0,0,0,0,0,0,0,0,
11618,United States,117832,20,0,1,500,Not remote,8,0,0,0,0,0,1,0,0,0,0,0,0,0,
11626,United States,5.00E+04,1,0,1,1,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1,
11629,United States,91500,10,0,1,20,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1,
11637,United States,1.09E+05,15,0,1,100,Not remote,9,0,0,0,0,0,0,0,0,0,0,1,0,1,
11644,United States,7.70E+04,3,1,1,1.00E+04,Not remote,6,0,0,0,0,0,0,0,0,0,1,0,0,1,
11652,United States,8.30E+04,8,0,0,1.00E+03,Not remote,7,0,0,0,0,1,0,0,0,0,1,0,0,1,
11653,United States,1.34E+05,2,0,1,1.00E+03,Not remote,8,0,0,0,0,0,0,0,0,0,1,0,0,0,
11654,Canada,56818.18182,1,0,1,1,Not remote,10,0,0,0,0,1,0,0,0,0,0,1,1,0,
11655,United States,1.50E+05,12,0,1,100,Not remote,5,0,1,1,0,1,0,0,0,0,0,0,0,1,
11659,United States,8.30E+04,3,0,0,1.00E+03,Remote,7,0,0,0,1,0,0,0,0,0,0,0,0,1,
11661,United States,1.04E+05,12,1,0,5.00E+03,Remote,9,0,0,0,0,1,0,0,0,0,0,0,0,1,
11664,United States,1.25E+05,7,1,1,10,Remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1,
11667,United States,1.35E+05,15,0,1,10,Not remote,9,0,1,1,0,0,0,0,0,0,1,0,1,1,
11668,Canada,69696.9697,10,1,1,100,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1,
11680,United States,63750,4,0,1,20,Remote,8,0,1,1,0,0,0,0,0,0,0,0,1,0,
11683,United States,1.35E+05,9,0,1,1.00E+04,Not remote,9,0,0,0,1,0,0,0,0,1,0,0,0,1,
11686,United States,1.50E+05,15,1,1,1.00E+04,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,0,
11693,United States,1.00E+05,9,1,1,20,Not remote,3,0,0,0,1,0,0,0,0,0,0,0,0,1,
11696,United States,6.30E+04,2,0,0,10,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1,
11697,United States,7.80E+04,10,0,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,1,0,0,1,
11709,United States,1.40E+05,8,0,0,1.00E+03,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1,
11711,United States,137500,10,0,0,100,Remote,9,0,1,0,0,0,0,0,0,0,0,0,1,1,
11712,United States,68040,2,1,0,100,Not remote,6,0,0,1,0,0,1,0,0,0,1,0,0,0,
11713,India,35971.22302,10,1,1,1.00E+04,Not remote,10,0,0,0,0,1,0,0,0,0,0,0,0,1,
11714,United States,1.20E+05,5,0,1,5.00E+03,Remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1,
11717,United States,6.50E+04,3,0,0,1.00E+03,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1,
11722,United States,1.16E+05,12,0,0,500,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1,
11728,United States,1.75E+05,17,1,1,500,Not remote,9,0,1,0,0,1,0,0,0,0,0,0,1,1,
11729,Canada,30303.0303,6,0,1,1,Remote,7,0,1,0,0,0,0,1,1,0,0,0,1,1,
11731,United States,1.10E+05,20,1,1,5.00E+03,Not remote,5,0,0,0,0,0,1,0,0,0,0,0,0,1,
11733,United States,9.50E+04,1,1,1,100,Not remote,7,1,0,0,1,0,0,0,0,1,0,0,0,0,
11736,United States,1.20E+05,5,1,1,20,Remote,7,0,0,0,0,1,0,0,0,0,0,0,0,1,
11739,United States,6.00E+04,8,1,0,20,Remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1,
11740,United States,1.23E+05,4,1,1,1.00E+04,Not remote,7,1,0,0,0,0,0,0,0,0,0,0,0,0,
11743,United States,9.50E+04,20,0,0,10,Remote,9,0,0,1,0,0,0,0,0,0,0,0,0,0,
11751,United States,73400,9,0,1,1.00E+03,Not remote,4,0,0,1,0,0,0,0,0,0,0,0,0,0,
11755,Canada,98484.84848,8,1,1,100,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1,
11780,Canada,151515.1515,20,0,1,20,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1,
11782,United States,7.50E+04,20,0,1,500,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1,
11787,United States,51200,1,0,1,500,Not remote,8,0,0,0,0,0,0,0,0,0,0,1,0,1,
11798,India,6166.495375,2,1,0,1.00E+04,Not remote,4,0,0,0,0,0,0,0,0,0,0,0,0,1,
11799,India,13213.91866,6,0,1,1.00E+04,Not remote,8,0,0,0,0,0,1,0,0,0,0,0,0,0,
11800,Canada,98484.84848,16,1,1,5.00E+03,Not remote,10,0,0,1,0,0,0,0,1,0,0,0,0,1,
11817,United States,1.00E+05,3,0,1,20,Not remote,8,1,0,0,0,0,0,0,0,0,0,0,0,0,
11821,Canada,90909.09091,5,0,1,20,Remote,7,0,1,0,0,1,0,0,0,0,0,0,0,1,
11826,United States,1.35E+05,17,0,0,10,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1,
11835,United States,1.08E+05,6,0,0,1.00E+04,Not remote,8,0,0,0,0,0,0,0,0,0,1,0,0,1,
11839,United States,3.20E+04,2,0,1,10,Not remote,5,0,0,0,0,0,0,0,0,0,0,0,0,1,
11858,United States,1.42E+05,3,1,1,1.00E+04,Not remote,8,0,0,1,0,1,0,0,0,0,0,1,0,0,
11862,United States,9.20E+04,3,0,1,100,Remote,6,0,0,0,1,0,0,0,0,0,0,0,0,1,
11864,United States,1.10E+05,5,0,1,10,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1,
11866,Germany,55913.97849,7,1,1,500,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1,
11870,United States,1.15E+05,10,1,1,20,Not remote,10,0,0,1,0,0,0,0,0,0,0,0,0,0,
11877,India,29364.26369,3,0,0,10,Not remote,7,0,0,0,0,0,0,0,0,0,0,1,0,0,
11890,United States,1.30E+05,9,1,1,1.00E+04,Remote,9,0,0,0,0,1,0,0,0,0,0,1,1,1,
11932,Germany,65591.39785,17,0,1,20,Not remote,7,0,0,1,0,0,0,0,0,0,0,0,0,1,
11940,United States,1.30E+05,20,0,1,100,Not remote,3,0,0,0,0,0,0,0,0,0,0,0,0,1,
11948,United Kingdom,78750,20,0,1,20,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,0,
11957,United States,1.00E+05,3,1,0,500,Not remote,7,0,0,0,0,1,0,0,0,0,0,0,0,1,
11963,United Kingdom,78750,10,0,1,1.00E+04,Not remote,7,1,0,0,0,0,0,0,0,0,0,0,0,0,
11967,India,10277.49229,3,1,1,1.00E+04,Not remote,3,0,0,0,0,0,0,0,0,0,1,0,0,1,
11980,United Kingdom,87500,6,1,1,20,Not remote,7,0,0,0,0,0,0,0,0,0,1,0,0,0,
11999,Germany,46236.55914,10,0,1,100,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1,
12022,Germany,50322.58065,8,0,1,100,Not remote,4,0,0,1,0,0,0,0,0,0,0,0,0,0,
12040,Germany,32258.06452,1,0,0,1,Not remote,7,0,0,1,0,0,0,0,0,0,1,0,0,1,
12047,United Kingdom,32500,4,0,1,1.00E+04,Not remote,7,0,0,1,0,0,1,0,0,0,0,0,0,1,
12065,United Kingdom,37500,2,0,1,1.00E+03,Not remote,10,0,0,1,0,0,0,0,0,0,1,0,0,1,
12069,United Kingdom,40600,3,1,1,100,Not remote,8,0,0,1,0,0,1,0,0,0,1,0,0,1,
12073,Germany,91397.84946,10,0,1,1.00E+03,Not remote,2,0,0,0,0,1,0,0,0,0,0,0,1,1,
12078,Germany,48924.73118,8,0,1,100,Not remote,8,0,0,1,0,0,0,0,0,0,1,0,0,1,
12083,India,17618.55821,2,1,1,20,Not remote,10,1,0,1,0,0,0,0,0,1,1,0,1,0,
12101,United Kingdom,43750,4,0,1,100,Not remote,7,0,0,0,0,0,0,0,0,0,1,0,0,0,
12102,Germany,34408.60215,1,0,1,1,Not remote,1,0,0,0,0,0,0,0,0,0,0,0,0,1,
12126,Germany,17548.3871,17,0,0,1,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1,
12131,United Kingdom,3.50E+04,5,0,0,20,Not remote,2,0,0,1,0,0,0,0,0,0,0,0,0,1,
12139,United Kingdom,46250,3,0,1,100,Not remote,9,0,0,1,0,0,1,0,0,0,0,0,0,0,
12142,United Kingdom,56375,15,0,1,100,Not remote,8,0,0,1,0,1,1,0,0,0,0,0,1,0,
12144,United Kingdom,33125,1,0,1,100,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1,
12148,United States,1.30E+05,10,0,0,20,Remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1,
12154,United Kingdom,3.50E+04,1,0,1,100,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1,
12166,India,10729,5,1,1,100,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1,
12200,United Kingdom,62500,6,0,0,20,Not remote,7,0,0,0,0,0,0,0,0,0,1,0,0,0,
12221,United States,6.00E+04,1,1,0,500,Not remote,5,0,0,0,0,0,0,0,0,0,0,0,0,1,
12243,Germany,5161.290323,2,0,1,5.00E+03,Not remote,8,1,0,0,1,0,0,0,0,0,0,0,1,1,
12252,United Kingdom,8.00E+04,7,0,0,1.00E+03,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,0,
12257,India,3817.35428,2,1,0,20,Remote,7,0,1,0,1,1,0,0,0,0,1,0,0,1,
12278,United Kingdom,54545.45455,3,1,1,1.00E+04,Not remote,8,1,0,0,0,0,1,0,0,1,0,0,0,0,
12310,Germany,55913.97849,3,0,0,100,Not remote,8,0,0,0,0,1,0,0,0,0,0,0,0,1,
12328,Germany,45161.29032,9,1,1,500,Not remote,10,0,0,0,0,0,0,0,1,0,1,0,0,1,
12356,India,2114.226986,2,0,0,1.00E+04,Not remote,6,0,0,0,1,0,0,0,0,0,0,0,0,1,
12360,United States,47476,2,1,0,100,Not remote,6,0,0,1,0,0,0,0,0,0,0,0,0,1,
12372,United States,9.60E+04,9,1,0,500,Not remote,8,0,0,0,0,1,0,0,0,0,0,0,0,1,
12395,Germany,48387.09677,3,1,1,20,Not remote,10,0,0,0,0,0,0,1,1,0,0,0,0,1,
12417,United States,1.20E+05,10,0,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1,
12426,Germany,2.00E+04,4,0,0,10,Remote,8,0,1,0,0,0,0,0,0,0,0,0,1,1,
12469,Canada,98484.84848,15,0,1,100,Not remote,7,0,0,0,0,1,0,0,0,0,1,0,0,1,
12485,United Kingdom,43750,1,0,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1,
12495,Germany,91397.84946,20,0,1,500,Not remote,8,0,1,1,0,0,0,0,0,0,1,0,0,0,
12498,India,11745.70548,5,1,1,20,Not remote,5,0,0,0,0,0,0,0,0,0,0,0,0,1,
12506,India,14682.13185,5,0,1,100,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1,
12516,Canada,50504.54545,4,1,0,1.00E+04,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1,
12518,India,7341.065923,6,1,0,100,Not remote,6,0,0,1,0,0,0,0,0,0,0,0,0,1,
12534,Germany,43010.75269,7,0,1,20,Not remote,7,0,1,0,0,0,0,0,0,0,0,1,1,1,
12543,India,17618.55821,8,1,1,500,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1,
12547,India,19086.7714,6,1,1,500,Not remote,5,0,0,0,0,0,0,0,0,0,0,0,0,1,
12557,Germany,59139.78495,10,0,0,100,Not remote,6,1,0,1,1,0,0,0,0,0,0,0,0,1,
12574,United States,1.25E+05,13,1,1,1.00E+04,Remote,10,0,0,0,0,1,0,0,0,0,0,0,0,1,
12586,United States,1.20E+05,9,1,1,100,Remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1,
12590,United States,6.30E+04,1,0,1,100,Not remote,7,0,1,1,0,0,0,0,0,0,0,0,0,1,
12608,United States,8.60E+04,9,0,1,1.00E+04,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1,
12631,Canada,61818.18182,9,0,1,100,Not remote,9,0,0,1,0,0,0,0,0,0,0,0,0,1,
12638,Germany,64516.12903,10,1,1,1.00E+04,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1,
12639,United Kingdom,52500,3,1,1,20,Not remote,9,0,0,1,0,0,1,0,0,0,0,0,0,0,
12640,United States,9.00E+04,4,0,1,100,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1,
12644,United States,8.50E+04,2,0,1,1.00E+04,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1,
12645,United States,1.17E+05,3,1,1,1.00E+03,Not remote,8,1,0,1,0,1,0,0,0,1,0,0,0,1,
12646,Germany,69892.47312,5,0,1,1.00E+04,Not remote,10,0,0,1,0,0,0,0,0,0,0,0,0,1,
12648,United States,1.00E+05,8,0,1,1.00E+04,Not remote,8,0,0,1,1,0,0,0,0,0,0,0,0,0,
12651,United States,1.11E+05,6,0,1,100,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1,
12652,United States,1.30E+05,15,1,1,10,Not remote,8,0,1,0,0,0,0,0,0,0,0,0,1,1,
12654,United States,6.50E+04,1,1,1,100,Not remote,10,0,0,1,0,0,1,0,1,1,0,0,0,1,
12658,United States,1.20E+05,10,1,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1,
12661,United States,8.00E+04,5,1,1,10,Remote,10,0,0,1,1,0,1,0,0,0,1,0,0,1,
12663,United States,1.20E+05,11,1,1,500,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1,
12670,United States,9.20E+04,15,0,0,100,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1,
12673,United States,9.50E+04,16,1,1,500,Not remote,8,1,1,0,0,0,0,0,0,0,0,0,0,1,
12674,United Kingdom,58750,17,0,0,100,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1,
12682,United States,1.00E+05,7,1,1,100,Not remote,10,0,0,0,0,1,0,0,0,0,1,0,0,1,
12683,United States,4.30E+04,4,1,1,1,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1,
12686,United States,137500,18,1,1,1.00E+04,Not remote,9,0,0,1,0,0,0,0,0,0,0,0,0,1,
12689,United States,1.60E+05,12,1,1,500,Not remote,8,1,0,1,1,0,0,0,0,0,0,0,0,0,
12699,United States,100780,16,0,1,1.00E+03,Not remote,4,0,0,0,0,0,1,0,0,0,1,0,0,1,
12705,United States,1.00E+05,5,0,0,1,Not remote,8,0,0,1,1,0,0,0,0,0,0,0,0,0,
12707,India,10277.49229,4,1,1,5.00E+03,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1,
12720,United States,1.35E+05,8,1,0,100,Remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1,
12725,United States,8.50E+04,8,1,1,500,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1,
12727,United States,1.15E+05,19,1,1,100,Remote,8,0,1,0,0,0,0,0,0,0,0,0,0,1,
12732,United States,4.70E+04,3,0,1,10,Not remote,3,0,1,1,0,0,0,0,0,0,0,0,1,1,
12734,Germany,64516.12903,9,1,1,20,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1,
12740,Germany,49032.25806,10,1,1,10,Not remote,8,0,1,1,0,0,1,1,0,0,1,0,1,1,
12741,United States,8.00E+04,20,0,0,100,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,1,
12748,United Kingdom,7.00E+04,2,0,1,1.00E+04,Remote,9,0,0,0,0,0,0,0,0,0,1,0,0,0,
12749,United States,1.30E+05,12,1,1,1.00E+03,Not remote,8,0,0,0,0,1,0,0,0,0,0,1,0,1,
12753,United States,51250,4,0,1,20,Not remote,5,0,0,0,0,0,0,0,0,0,0,0,0,1,
12757,United States,1.85E+05,11,1,1,500,Not remote,8,0,0,0,0,1,0,0,0,0,0,0,0,1,
12765,United States,98500,3,0,1,1.00E+04,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1,
12770,United States,47800,4,1,1,500,Not remote,7,0,1,1,0,0,0,1,0,0,0,0,0,1,
12783,United States,5.90E+04,1,0,1,5.00E+03,Not remote,7,0,0,0,0,0,0,0,0,0,0,1,0,1,
12794,United States,1.15E+05,3,1,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1,
12798,United States,1.13E+05,14,1,1,100,Remote,6,0,1,1,1,0,0,0,0,0,0,0,1,1,
12803,United States,1.20E+05,11,0,1,1.00E+03,Not remote,6,0,0,1,0,0,0,0,1,0,1,0,0,1,
12806,United States,5.60E+04,4,1,1,100,Remote,7,0,0,0,0,1,0,0,0,0,0,1,0,1,
12810,Canada,37878.78788,2,0,1,100,Not remote,7,0,0,0,0,0,0,0,0,0,1,0,0,1,
12811,United Kingdom,18750,2,0,1,100,Not remote,10,0,1,0,0,0,0,0,0,0,0,0,1,1,
12815,Germany,55913.97849,3,1,1,20,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1,
12825,United States,6.00E+04,3,0,1,1.00E+03,Not remote,9,0,0,0,0,0,1,0,0,0,0,0,0,0,
12828,United States,1.00E+05,6,0,1,20,Not remote,6,0,0,1,0,0,0,0,0,0,1,0,0,1,
12829,United States,1.16E+05,20,0,0,20,Not remote,8,0,1,1,0,0,0,0,0,0,0,0,0,1,
12833,United States,6.00E+04,1,0,0,100,Not remote,7,0,0,0,0,0,0,0,0,0,1,0,0,0,
12839,Germany,62365.5914,1,1,1,1.00E+04,Not remote,7,0,0,1,0,0,1,0,0,0,0,0,0,0,
12843,United States,8.00E+04,1,0,1,1.00E+03,Not remote,9,0,0,1,0,0,0,0,0,0,0,0,0,0,
12847,United States,6.00E+04,3,0,1,100,Not remote,8,0,1,1,0,0,0,0,0,0,0,0,0,0,
12849,United States,5.00E+04,1,0,1,20,Not remote,6,1,0,0,0,0,0,0,0,0,0,0,0,1,
12852,United States,8.00E+04,7,0,0,20,Not remote,0,0,0,1,1,0,0,0,0,0,0,0,0,0,
12854,United States,4.00E+04,1,0,0,20,Remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1,
12858,United Kingdom,33747.5,3,1,1,1.00E+03,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,1,1,
12859,United States,9.80E+04,20,0,0,1.00E+04,Not remote,4,0,0,0,0,0,0,0,0,0,0,0,0,0,
12864,United States,1.10E+05,11,0,1,100,Not remote,10,0,0,0,0,0,0,0,0,0,1,0,0,1,
12865,Germany,47311.82796,4,0,1,20,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1,
